rating_id,student_id,course_id,rating_date,rating,review_text,difficulty_rating,content_quality,instructor_rating,would_recommend
R0493,S072,C015,2024-03-22,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,1,1,True
R0494,S120,C018,2024-02-13,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,4,True
R0495,S073,C028,2024-02-19,5,"Nội dung chi tiết, rõ ràng và thực tế.",3,1,4,True
R0496,S119,C016,2024-03-18,2,Mình không hài lòng với khóa học này.,1,5,4,False
R0497,S032,C010,2024-02-21,2,Mình không hài lòng với khóa học này.,1,3,5,False
R0498,S115,C004,2024-03-20,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,1,5,True
R0499,S092,C004,2024-03-19,1,Nội dung chưa rõ ràng và hơi khó hiểu.,2,5,2,False
R0500,S048,C023,2024-02-08,5,"Nội dung chi tiết, rõ ràng và thực tế.",2,1,4,True
R0501,S036,C020,2024-01-21,3,Không quá xuất sắc nhưng cũng không tệ.,4,4,4,True
R0502,S034,C026,2024-01-31,3,Không quá xuất sắc nhưng cũng không tệ.,3,3,2,False
R0503,S067,C010,2024-02-28,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,1,4,True
R0504,S085,C009,2024-03-10,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,1,1,True
R0505,S083,C023,2024-02-18,4,"Khóa học tuyệt vời, highly recommend.",3,5,3,True
R0506,S066,C009,2024-03-18,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,3,3,True
R0507,S054,C002,2024-03-27,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,3,2,True
R0508,S039,C003,2024-01-24,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",5,3,5,True
R0509,S039,C011,2024-01-14,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,4,5,True
R0510,S084,C031,2024-03-29,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,2,2,True
R0511,S044,C026,2024-03-26,5,"Khóa học tuyệt vời, highly recommend.",5,1,5,True
R0512,S102,C028,2024-01-29,1,"Trải nghiệm học không tốt, cần cải thiện.",5,4,3,False
R0513,S101,C031,2024-02-18,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,1,5,3,True
R0514,S014,C027,2024-03-09,2,Nội dung chưa rõ ràng và hơi khó hiểu.,1,5,5,False
R0515,S080,C018,2024-03-16,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,4,4,True
R0516,S058,C015,2024-03-18,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,1,3,True
R0517,S081,C009,2024-03-06,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,3,3,True
R0518,S027,C004,2024-01-29,4,"Khóa học tuyệt vời, highly recommend.",3,5,1,True
R0519,S035,C007,2024-03-18,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,5,4,True
R0520,S112,C011,2024-03-25,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,2,1,True
R0521,S079,C016,2024-03-19,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,1,4,True
R0522,S022,C003,2024-03-10,1,Nội dung chưa rõ ràng và hơi khó hiểu.,1,5,1,False
R0523,S118,C020,2024-02-29,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,5,1,False
R0524,S075,C020,2024-01-25,1,Khóa học chưa đáp ứng được kỳ vọng.,1,3,2,False
R0525,S029,C033,2024-03-31,1,Mình không hài lòng với khóa học này.,1,5,1,False
R0526,S055,C018,2024-02-07,2,Mình không hài lòng với khóa học này.,5,5,3,False
R0527,S110,C034,2024-02-18,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,5,5,False
R0528,S070,C016,2024-01-11,4,"Khóa học tuyệt vời, highly recommend.",3,4,4,True
R0529,S091,C008,2024-03-14,2,Mình không hài lòng với khóa học này.,5,4,1,False
R0530,S047,C010,2024-02-06,5,"Nội dung chi tiết, rõ ràng và thực tế.",1,1,4,True
R0531,S017,C030,2024-02-13,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,4,2,False
R0532,S024,C026,2024-01-26,5,"Khóa học tuyệt vời, highly recommend.",4,3,1,True
R0533,S039,C009,2024-03-29,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,1,True
R0534,S075,C023,2024-03-01,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,1,2,False
R0535,S077,C007,2024-02-15,2,Mình không hài lòng với khóa học này.,2,2,1,False
R0536,S115,C034,2024-03-28,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,4,2,False
R0537,S061,C012,2024-03-28,5,"Khóa học tuyệt vời, highly recommend.",1,3,3,True
R0538,S044,C034,2024-03-22,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,3,2,True
R0539,S020,C031,2024-02-16,4,"Khóa học tuyệt vời, highly recommend.",1,4,1,True
R0540,S044,C018,2024-03-27,2,Chất lượng bài giảng chưa tốt.,2,3,5,False
R0541,S082,C033,2024-01-08,1,Khóa học chưa đáp ứng được kỳ vọng.,2,1,1,False
R0542,S012,C035,2024-01-25,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,1,True
R0543,S116,C035,2024-01-14,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,1,2,True
R0544,S108,C004,2024-03-29,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,3,True
R0545,S029,C028,2024-03-29,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,5,4,False
R0546,S110,C014,2024-02-20,3,Không quá xuất sắc nhưng cũng không tệ.,4,3,1,True
R0547,S059,C028,2024-02-26,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,3,1,True
R0548,S116,C006,2024-03-09,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,5,1,False
R0549,S018,C030,2024-03-06,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,4,4,True
R0550,S053,C021,2024-03-27,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,1,5,True
R0551,S030,C005,2024-02-11,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,1,3,True
R0552,S024,C019,2024-02-27,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,4,3,True
R0553,S120,C014,2024-01-29,5,"Khóa học tuyệt vời, highly recommend.",4,1,3,True
R0554,S119,C028,2024-01-05,3,Không quá xuất sắc nhưng cũng không tệ.,2,1,2,True
R0555,S009,C033,2024-02-27,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,2,1,True
R0556,S071,C021,2024-03-11,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,2,3,True
R0557,S044,C026,2024-03-31,2,Mình không hài lòng với khóa học này.,1,2,2,False
R0558,S063,C016,2024-01-21,1,"Trải nghiệm học không tốt, cần cải thiện.",2,3,2,False
R0559,S100,C024,2024-02-19,2,Khóa học chưa đáp ứng được kỳ vọng.,5,4,2,False
R0560,S065,C033,2024-02-05,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,5,3,True
R0561,S064,C003,2024-02-12,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,4,1,True
R0562,S040,C013,2024-03-15,2,Nội dung chưa rõ ràng và hơi khó hiểu.,1,4,1,False
R0563,S075,C025,2024-03-25,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,3,4,True
R0564,S082,C035,2024-03-16,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,2,4,True
R0565,S076,C032,2024-02-18,5,"Nội dung chi tiết, rõ ràng và thực tế.",1,3,5,True
R0566,S095,C034,2024-03-14,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,4,1,True
R0567,S064,C017,2024-03-05,3,Không quá xuất sắc nhưng cũng không tệ.,1,5,2,True
R0568,S118,C004,2024-03-18,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",2,5,4,False
R0569,S072,C012,2024-01-12,3,Học xong có thêm kiến thức nhưng chưa sâu.,4,5,5,False
R0570,S095,C027,2024-02-07,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,1,True
R0571,S011,C030,2024-03-24,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,5,2,True
R0572,S005,C009,2024-03-24,2,Chất lượng bài giảng chưa tốt.,4,3,3,False
R0573,S060,C011,2024-02-15,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,3,5,False
R0574,S053,C027,2024-01-27,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,4,1,False
R0575,S083,C034,2024-01-17,3,Học xong có thêm kiến thức nhưng chưa sâu.,2,5,3,True
R0576,S072,C005,2024-03-07,4,"Khóa học tuyệt vời, highly recommend.",2,1,1,True
R0577,S115,C008,2024-01-03,2,Mình không hài lòng với khóa học này.,1,4,3,False
R0578,S083,C004,2024-01-23,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,5,4,True
R0579,S091,C004,2024-02-14,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,5,3,True
R0580,S022,C027,2024-03-12,2,"Trải nghiệm học không tốt, cần cải thiện.",5,2,5,False
R0581,S008,C027,2024-03-17,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,5,5,True
R0582,S086,C008,2024-02-23,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,4,2,False
R0583,S070,C029,2024-03-01,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,3,5,True
R0584,S118,C006,2024-03-18,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,4,3,True
R0585,S083,C035,2024-02-04,2,Khóa học chưa đáp ứng được kỳ vọng.,3,4,4,False
R0586,S071,C008,2024-02-14,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,4,2,True
R0587,S042,C002,2024-02-06,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,4,4,True
R0588,S034,C009,2024-02-29,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,1,3,True
R0589,S011,C028,2024-03-26,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,4,5,True
R0590,S014,C029,2024-02-25,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,1,3,True
R0591,S112,C016,2024-03-19,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,4,1,True
R0592,S030,C001,2024-03-18,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,1,True
R0593,S094,C014,2024-01-17,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,1,4,True
R0594,S075,C006,2024-02-01,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,3,4,True
R0595,S078,C001,2024-03-09,5,"Khóa học tuyệt vời, highly recommend.",3,5,1,True
R0596,S077,C004,2024-01-21,1,Mình không hài lòng với khóa học này.,4,5,1,False
R0597,S023,C032,2024-02-18,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,4,3,True
R0598,S063,C021,2024-03-09,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,4,1,True
R0599,S098,C017,2024-02-18,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,2,1,True
R0600,S039,C004,2024-03-22,4,"Khóa học tuyệt vời, highly recommend.",1,4,3,True
R0601,S068,C013,2024-02-24,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,1,4,True
R0602,S110,C031,2024-01-20,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,3,1,True
R0603,S046,C032,2024-01-30,3,"Tạm ổn, phù hợp với người mới bắt đầu.",5,5,4,False
R0604,S115,C004,2024-02-29,1,"Trải nghiệm học không tốt, cần cải thiện.",3,2,4,False
R0605,S069,C017,2024-03-07,5,"Nội dung chi tiết, rõ ràng và thực tế.",3,3,1,True
R0606,S027,C029,2024-03-24,5,"Khóa học tuyệt vời, highly recommend.",4,4,5,True
R0607,S119,C015,2024-01-07,2,Khóa học chưa đáp ứng được kỳ vọng.,5,1,2,False
R0608,S041,C002,2024-02-27,4,"Khóa học tuyệt vời, highly recommend.",4,4,1,True
R0609,S066,C015,2024-01-10,3,Học xong có thêm kiến thức nhưng chưa sâu.,4,5,1,False
R0610,S040,C019,2024-03-13,4,"Khóa học tuyệt vời, highly recommend.",4,1,5,True
R0611,S034,C022,2024-01-31,2,Chất lượng bài giảng chưa tốt.,5,5,2,False
R0612,S120,C004,2024-03-31,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,2,2,True
R0613,S005,C031,2024-01-31,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,3,4,True
R0614,S057,C035,2024-03-15,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,2,2,True
R0615,S093,C001,2024-02-17,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,2,4,True
R0616,S050,C031,2024-02-12,3,Không quá xuất sắc nhưng cũng không tệ.,1,5,3,False
R0617,S027,C014,2024-02-17,1,Nội dung chưa rõ ràng và hơi khó hiểu.,2,2,2,False
R0618,S112,C033,2024-03-19,4,"Nội dung chi tiết, rõ ràng và thực tế.",1,2,4,True
R0619,S025,C015,2024-02-20,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,5,1,True
R0620,S045,C024,2024-03-19,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,2,4,True
R0621,S116,C015,2024-03-19,4,"Khóa học tuyệt vời, highly recommend.",3,3,3,True
R0622,S104,C001,2024-02-02,3,Không quá xuất sắc nhưng cũng không tệ.,2,3,5,True
R0623,S100,C013,2024-01-19,1,Khóa học chưa đáp ứng được kỳ vọng.,5,2,5,False
R0624,S060,C032,2024-02-11,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,4,2,True
R0625,S026,C001,2024-02-22,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,2,2,True
R0626,S120,C006,2024-02-24,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,4,2,True
R0627,S103,C025,2024-02-17,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",1,3,5,False
R0628,S010,C005,2024-03-23,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,2,3,True
R0629,S020,C001,2024-03-25,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,3,2,True
R0630,S011,C019,2024-03-11,1,Nội dung chưa rõ ràng và hơi khó hiểu.,4,5,3,False
R0631,S016,C001,2024-02-04,3,Học xong có thêm kiến thức nhưng chưa sâu.,5,3,1,False
R0632,S054,C016,2024-01-24,2,Chất lượng bài giảng chưa tốt.,1,5,2,False
R0633,S114,C028,2024-01-21,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,5,5,True
R0634,S052,C001,2024-01-25,1,Chất lượng bài giảng chưa tốt.,4,5,3,False
R0635,S001,C004,2024-03-31,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,4,1,True
R0636,S021,C030,2024-03-11,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,2,True
R0637,S119,C024,2024-03-26,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,4,3,True
R0638,S003,C003,2024-02-16,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,5,3,False
R0639,S066,C007,2024-03-26,4,"Khóa học tuyệt vời, highly recommend.",2,2,5,True
R0640,S043,C029,2024-03-20,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,5,4,True
R0641,S036,C025,2024-03-08,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,1,2,True
R0642,S040,C021,2024-01-31,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,2,2,True
R0643,S065,C034,2024-02-26,3,"Tạm ổn, phù hợp với người mới bắt đầu.",4,3,3,True
R0644,S034,C010,2024-03-15,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,4,4,True
R0645,S006,C009,2024-03-28,2,Chất lượng bài giảng chưa tốt.,2,2,2,False
R0646,S008,C006,2024-01-28,4,"Nội dung chi tiết, rõ ràng và thực tế.",5,5,4,True
R0647,S031,C027,2024-02-26,4,"Khóa học tuyệt vời, highly recommend.",2,5,4,True
R0648,S001,C027,2024-02-09,2,Nội dung chưa rõ ràng và hơi khó hiểu.,3,2,4,False
R0649,S060,C029,2024-03-25,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,5,1,True
R0650,S049,C014,2024-03-07,3,Học xong có thêm kiến thức nhưng chưa sâu.,5,1,5,True
R0651,S075,C004,2024-01-15,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,3,4,True
R0652,S036,C015,2024-01-18,2,Khóa học chưa đáp ứng được kỳ vọng.,2,1,5,False
R0653,S082,C013,2024-03-12,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,2,1,True
R0654,S062,C034,2024-01-23,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,3,2,True
R0655,S113,C027,2024-03-29,3,Học xong có thêm kiến thức nhưng chưa sâu.,1,5,1,False
R0656,S115,C034,2024-03-13,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",1,2,4,False
R0657,S042,C015,2024-01-09,1,Chất lượng bài giảng chưa tốt.,3,5,2,False
R0658,S098,C033,2024-03-23,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,3,4,True
R0659,S097,C031,2024-02-03,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,3,4,False
R0660,S004,C001,2024-01-23,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,1,3,False
R0661,S006,C016,2024-03-25,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,3,2,True
R0662,S031,C010,2024-01-01,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,5,3,True
R0663,S107,C010,2024-03-04,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,2,5,True
R0664,S075,C018,2024-02-28,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,4,5,2,False
R0665,S110,C005,2024-03-24,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,2,4,True
R0666,S093,C009,2024-03-08,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,4,5,True
R0667,S057,C015,2024-03-04,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,2,2,True
R0668,S072,C005,2024-03-13,2,Mình không hài lòng với khóa học này.,1,2,2,False
R0669,S056,C027,2024-03-07,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,2,2,True
R0670,S046,C017,2024-01-13,4,"Khóa học tuyệt vời, highly recommend.",1,3,3,True
R0671,S019,C035,2024-03-23,4,"Nội dung chi tiết, rõ ràng và thực tế.",2,2,5,True
R0672,S024,C006,2024-01-11,4,"Khóa học tuyệt vời, highly recommend.",5,3,5,True
R0673,S075,C013,2024-02-02,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,1,2,True
R0674,S084,C035,2024-03-09,3,Học xong có thêm kiến thức nhưng chưa sâu.,1,2,3,True
R0675,S067,C001,2024-01-16,1,Mình không hài lòng với khóa học này.,4,4,5,False
R0676,S025,C035,2024-03-18,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,2,5,True
R0677,S092,C035,2024-03-24,2,"Trải nghiệm học không tốt, cần cải thiện.",2,4,5,False
R0678,S047,C021,2024-01-23,4,"Nội dung chi tiết, rõ ràng và thực tế.",3,4,2,True
R0679,S102,C013,2024-03-31,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,5,3,True
R0680,S115,C015,2024-01-30,5,"Khóa học tuyệt vời, highly recommend.",5,4,1,True
R0681,S060,C018,2024-03-17,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",5,1,2,True
R0682,S117,C028,2024-01-06,2,Chất lượng bài giảng chưa tốt.,2,2,3,False
R0683,S063,C025,2024-02-21,2,"Trải nghiệm học không tốt, cần cải thiện.",5,3,1,False
R0684,S082,C015,2024-03-29,1,Nội dung chưa rõ ràng và hơi khó hiểu.,1,4,5,False
R0685,S085,C021,2024-02-04,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,4,True
R0686,S096,C026,2024-01-30,4,"Khóa học tuyệt vời, highly recommend.",3,2,4,True
R0687,S038,C030,2024-01-21,1,Khóa học chưa đáp ứng được kỳ vọng.,3,3,4,False
R0688,S003,C007,2024-03-04,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",1,2,3,True
R0689,S036,C010,2024-03-20,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,3,1,True
R0690,S005,C009,2024-03-24,5,"Khóa học tuyệt vời, highly recommend.",4,1,5,True
R0691,S007,C023,2024-01-05,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,5,3,True
R0692,S107,C017,2024-03-19,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",4,4,1,True
R0693,S057,C015,2024-03-15,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,2,True
R0694,S035,C020,2024-03-01,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,1,4,True
R0695,S056,C003,2024-01-06,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,2,4,False
R0696,S040,C020,2024-02-21,2,Mình không hài lòng với khóa học này.,3,5,1,False
R0697,S096,C015,2024-02-17,4,"Khóa học tuyệt vời, highly recommend.",1,5,1,True
R0698,S023,C031,2024-01-10,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,5,4,False
R0699,S017,C030,2024-02-13,4,"Nội dung chi tiết, rõ ràng và thực tế.",5,4,2,True
R0700,S081,C035,2024-02-09,1,Mình không hài lòng với khóa học này.,3,2,4,False
R0701,S015,C033,2024-03-27,3,Không quá xuất sắc nhưng cũng không tệ.,2,5,1,False
R0702,S066,C012,2024-03-30,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,3,5,True
R0703,S014,C002,2024-03-20,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,3,5,True
R0704,S019,C017,2024-03-12,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,1,3,True
R0705,S100,C027,2024-03-12,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",3,3,1,True
R0706,S064,C026,2024-02-12,3,Không quá xuất sắc nhưng cũng không tệ.,4,3,4,True
R0707,S055,C033,2024-03-08,3,Không quá xuất sắc nhưng cũng không tệ.,1,2,4,False
R0708,S034,C009,2024-02-29,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,3,4,3,True
R0709,S099,C028,2024-02-17,4,"Nội dung chi tiết, rõ ràng và thực tế.",5,5,1,True
R0710,S096,C003,2024-01-30,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",3,3,2,False
R0711,S068,C021,2024-03-21,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",1,5,4,True
R0712,S053,C035,2024-01-27,2,Chất lượng bài giảng chưa tốt.,4,3,2,False
R0713,S041,C029,2024-02-20,1,"Trải nghiệm học không tốt, cần cải thiện.",1,4,3,False
R0714,S044,C017,2024-03-29,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,5,5,True
R0715,S118,C006,2024-03-18,4,"Khóa học tuyệt vời, highly recommend.",4,2,5,True
R0716,S027,C010,2024-03-13,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,5,5,True
R0717,S037,C022,2024-03-25,5,"Khóa học tuyệt vời, highly recommend.",1,4,1,True
R0718,S086,C010,2024-01-16,4,"Nội dung chi tiết, rõ ràng và thực tế.",3,1,1,True
R0719,S025,C004,2024-03-18,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",5,1,4,True
R0720,S091,C002,2024-03-28,5,"Nội dung chi tiết, rõ ràng và thực tế.",4,4,1,True
R0721,S009,C012,2024-03-22,1,Chất lượng bài giảng chưa tốt.,2,5,2,False
R0722,S058,C019,2024-03-05,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",2,3,5,True
R0723,S025,C032,2024-02-28,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,4,1,True
R0724,S035,C028,2024-03-05,5,"Khóa học tuyệt vời, highly recommend.",2,4,1,True
R0725,S115,C016,2024-03-27,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,1,2,True
R0726,S006,C011,2024-03-19,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",4,3,4,True
R0727,S057,C014,2024-02-13,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,1,3,True
R0728,S083,C019,2024-03-16,4,"Nội dung chi tiết, rõ ràng và thực tế.",4,1,3,True
R0729,S021,C033,2024-03-22,3,"Khóa học ổn, nhưng vẫn có thể cải thiện thêm.",4,1,3,True
R0730,S110,C006,2024-02-18,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,4,1,True
R0731,S103,C025,2024-02-17,1,Khóa học chưa đáp ứng được kỳ vọng.,3,1,2,False
R0732,S099,C018,2024-02-11,5,"Nội dung chi tiết, rõ ràng và thực tế.",5,2,3,True
R0733,S054,C023,2024-02-24,3,Nội dung khá tốt nhưng chưa thật sự nổi bật.,2,4,5,True
R0734,S099,C022,2024-03-09,5,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",1,1,2,True
R0735,S023,C015,2024-02-21,4,"Khóa học rất hay và hữu ích, mình học được nhiều kiến thức.",3,2,2,True
R0736,S091,C035,2024-02-01,1,Nội dung chưa rõ ràng và hơi khó hiểu.,3,4,3,False
R0737,S105,C011,2024-03-10,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,1,2,True
R0738,S002,C003,2024-03-18,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",1,3,5,True
R0739,S055,C033,2024-03-10,4,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",5,5,3,True
R0740,S061,C024,2024-01-16,2,"Trải nghiệm học không tốt, cần cải thiện.",4,5,1,False
R0741,S107,C023,2024-03-26,1,Nội dung chưa rõ ràng và hơi khó hiểu.,5,3,4,False
R0742,S020,C028,2024-03-03,3,"Tạm ổn, phù hợp với người mới bắt đầu.",1,5,2,False
R0743,S066,C025,2024-03-01,3,"Tạm ổn, phù hợp với người mới bắt đầu.",3,5,2,True
R0744,S032,C011,2024-03-27,1,Nội dung chưa rõ ràng và hơi khó hiểu.,1,4,4,False
R0745,S020,C018,2024-03-13,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",2,5,4,True
R0746,S104,C026,2024-02-24,5,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,3,5,True
R0747,S092,C028,2024-03-11,2,Chất lượng bài giảng chưa tốt.,1,1,3,False
R0748,S063,C026,2024-03-25,2,Mình không hài lòng với khóa học này.,1,3,4,False
R0749,S106,C007,2024-03-19,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,4,3,True
R0750,S070,C002,2024-03-19,4,"Nội dung chi tiết, rõ ràng và thực tế.",5,3,5,True
R0751,S105,C004,2024-03-27,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",2,3,1,True
R0752,S004,C013,2024-01-27,5,"Giảng viên dạy dễ hiểu, nội dung chất lượng cao.",3,4,1,True
R0753,S027,C024,2024-03-16,1,"Trải nghiệm học không tốt, cần cải thiện.",2,3,5,False
R0754,S046,C014,2024-03-23,4,"Rất đáng học, mình áp dụng được ngay vào công việc.",4,2,3,True
R0755,S110,C003,2024-01-05,3,Không quá xuất sắc nhưng cũng không tệ.,3,1,2,False
